0.00.026.586 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.166.218 W srv  llama_server: -----------------
0.00.166.220 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.166.220 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.166.221 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.166.221 W srv  llama_server: -----------------
0.00.167.514 I srv    load_model: loading model 'runs/raft-s0/gguf_e2/model.Q8_0.gguf'
0.00.672.923 W model has unused tensor blk.24.attn_norm.weight (size = 4096 bytes) -- ignoring
0.00.672.928 W model has unused tensor blk.24.post_attention_norm.weight (size = 4096 bytes) -- ignoring
0.00.672.931 W model has unused tensor blk.24.attn_q.weight (size = 4456448 bytes) -- ignoring
0.00.672.933 W model has unused tensor blk.24.attn_k.weight (size = 557056 bytes) -- ignoring
0.00.672.934 W model has unused tensor blk.24.attn_v.weight (size = 557056 bytes) -- ignoring
0.00.672.938 W model has unused tensor blk.24.attn_output.weight (size = 2228224 bytes) -- ignoring
0.00.672.939 W model has unused tensor blk.24.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.672.940 W model has unused tensor blk.24.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.672.942 W model has unused tensor blk.24.ffn_gate.weight (size = 3899392 bytes) -- ignoring
0.00.672.943 W model has unused tensor blk.24.ffn_down.weight (size = 3899392 bytes) -- ignoring
0.00.672.944 W model has unused tensor blk.24.ffn_up.weight (size = 3899392 bytes) -- ignoring
0.00.672.946 W model has unused tensor blk.24.nextn.eh_proj.weight (size = 2228224 bytes) -- ignoring
0.00.672.955 W model has unused tensor blk.24.nextn.enorm.weight (size = 4096 bytes) -- ignoring
0.00.672.957 W model has unused tensor blk.24.nextn.hnorm.weight (size = 4096 bytes) -- ignoring
0.00.672.961 W model has unused tensor blk.24.nextn.shared_head_norm.weight (size = 4096 bytes) -- ignoring
0.01.206.229 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.01.208.109 I srv  llama_server: model loaded
0.01.208.114 I srv  llama_server: listening on http://127.0.0.1:8091
0.03.071.392 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.57.190.447 I slot      release: id  0 | task 21658 | stop processing: n_tokens = 695, truncated = 0
0.57.293.170 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2565736988321
0.57.293.225 I slot launch_slot_: id  3 | task 21942 | processing task, is_child = 0
0.57.452.749 I slot print_timing: id  3 | task 21942 | prompt eval time =      47.31 ms /  2161 tokens (    0.02 ms per token, 45677.45 tokens per second)
0.57.452.752 I slot print_timing: id  3 | task 21942 |        eval time =     104.17 ms /    66 tokens (    1.58 ms per token,   633.57 tokens per second)
0.57.452.753 I slot print_timing: id  3 | task 21942 |       total time =     151.48 ms /  2227 tokens
0.57.452.753 I slot print_timing: id  3 | task 21942 |    graphs reused =      20943
0.57.452.842 I slot      release: id  3 | task 21942 | stop processing: n_tokens = 2226, truncated = 0
0.57.460.429 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.106
0.57.460.493 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.023 MiB)
0.57.476.133 I slot launch_slot_: id  3 | task 22011 | processing task, is_child = 0
0.57.627.260 I slot print_timing: id  3 | task 22011 | prompt eval time =      48.16 ms /  2277 tokens (    0.02 ms per token, 47278.92 tokens per second)
0.57.627.263 I slot print_timing: id  3 | task 22011 |        eval time =     102.95 ms /    64 tokens (    1.61 ms per token,   621.66 tokens per second)
0.57.627.264 I slot print_timing: id  3 | task 22011 |       total time =     151.11 ms /  2341 tokens
0.57.627.264 I slot print_timing: id  3 | task 22011 |    graphs reused =      21004
0.57.627.350 I slot      release: id  3 | task 22011 | stop processing: n_tokens = 2340, truncated = 0
0.57.635.376 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.115 (> 0.100 thold), f_keep = 0.101
0.57.635.434 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.481 MiB)
0.57.651.435 I slot launch_slot_: id  3 | task 22078 | processing task, is_child = 0
0.57.795.349 I slot print_timing: id  3 | task 22078 | prompt eval time =      44.28 ms /  2048 tokens (    0.02 ms per token, 46251.13 tokens per second)
0.57.795.352 I slot print_timing: id  3 | task 22078 |        eval time =      99.62 ms /    63 tokens (    1.58 ms per token,   632.40 tokens per second)
0.57.795.353 I slot print_timing: id  3 | task 22078 |       total time =     143.90 ms /  2111 tokens
0.57.795.353 I slot print_timing: id  3 | task 22078 |    graphs reused =      21065
0.57.795.431 I slot      release: id  3 | task 22078 | stop processing: n_tokens = 2110, truncated = 0
0.57.802.894 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2565737221508
0.57.802.924 I slot launch_slot_: id  2 | task 22144 | processing task, is_child = 0
0.57.802.987 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.103 MiB)
0.58.010.349 I slot print_timing: id  2 | task 22144 | prompt eval time =      49.45 ms /  2470 tokens (    0.02 ms per token, 49949.44 tokens per second)
0.58.010.352 I slot print_timing: id  2 | task 22144 |        eval time =     141.90 ms /    90 tokens (    1.58 ms per token,   634.23 tokens per second)
0.58.010.352 I slot print_timing: id  2 | task 22144 |       total time =     191.35 ms /  2560 tokens
0.58.010.353 I slot print_timing: id  2 | task 22144 |    graphs reused =      21153
0.58.010.433 I slot      release: id  2 | task 22144 | stop processing: n_tokens = 2559, truncated = 0
0.58.018.217 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 2565739941987
0.58.018.252 I slot launch_slot_: id  1 | task 22237 | processing task, is_child = 0
0.58.018.321 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.098 MiB)
0.58.172.209 I slot print_timing: id  1 | task 22237 | prompt eval time =      48.76 ms /  2396 tokens (    0.02 ms per token, 49140.65 tokens per second)
0.58.172.212 I slot print_timing: id  1 | task 22237 |        eval time =      88.52 ms /    56 tokens (    1.58 ms per token,   632.61 tokens per second)
0.58.172.212 I slot print_timing: id  1 | task 22237 |       total time =     137.28 ms /  2452 tokens
0.58.172.213 I slot print_timing: id  1 | task 22237 |    graphs reused =      21207
0.58.172.297 I slot      release: id  1 | task 22237 | stop processing: n_tokens = 2451, truncated = 0
0.58.178.524 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.096
0.58.178.584 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.817 MiB)
0.58.179.924 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.032 MiB)
0.58.191.598 I slot launch_slot_: id  1 | task 22296 | processing task, is_child = 0
0.58.365.845 I slot print_timing: id  1 | task 22296 | prompt eval time =      48.07 ms /  2286 tokens (    0.02 ms per token, 47555.65 tokens per second)
0.58.365.848 I slot print_timing: id  1 | task 22296 |        eval time =     126.16 ms /    79 tokens (    1.60 ms per token,   626.17 tokens per second)
0.58.365.848 I slot print_timing: id  1 | task 22296 |       total time =     174.23 ms /  2365 tokens
0.58.365.849 I slot print_timing: id  1 | task 22296 |    graphs reused =      21283
0.58.365.928 I slot      release: id  1 | task 22296 | stop processing: n_tokens = 2364, truncated = 0
0.58.374.294 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2565741412782
0.58.374.324 I slot launch_slot_: id  0 | task 22378 | processing task, is_child = 0
0.58.374.375 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 46.056 MiB)
0.58.644.097 I slot print_timing: id  0 | task 22378 | prompt eval time =      52.66 ms /  2598 tokens (    0.02 ms per token, 49335.36 tokens per second)
0.58.644.100 I slot print_timing: id  0 | task 22378 |        eval time =     201.75 ms /   128 tokens (    1.58 ms per token,   634.43 tokens per second)
0.58.644.100 I slot print_timing: id  0 | task 22378 |       total time =     254.41 ms /  2726 tokens
0.58.644.101 I slot print_timing: id  0 | task 22378 |    graphs reused =      21409
0.58.644.180 I slot      release: id  0 | task 22378 | stop processing: n_tokens = 2725, truncated = 0
0.58.652.640 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2565742017767
0.58.652.675 I slot launch_slot_: id  3 | task 22510 | processing task, is_child = 0
0.58.652.744 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 87.624 MiB)
0.58.933.678 I slot print_timing: id  3 | task 22510 | prompt eval time =      50.35 ms /  2519 tokens (    0.02 ms per token, 50031.78 tokens per second)
0.58.933.682 I slot print_timing: id  3 | task 22510 |        eval time =     213.51 ms /   134 tokens (    1.59 ms per token,   627.61 tokens per second)
0.58.933.682 I slot print_timing: id  3 | task 22510 |       total time =     263.86 ms /  2653 tokens
0.58.933.683 I slot print_timing: id  3 | task 22510 |    graphs reused =      21540
0.58.933.773 I slot      release: id  3 | task 22510 | stop processing: n_tokens = 2652, truncated = 0
0.58.942.292 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.102 (> 0.100 thold), f_keep = 0.089
0.58.942.380 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.582 MiB)
0.58.959.479 I slot launch_slot_: id  3 | task 22647 | processing task, is_child = 0
0.59.211.521 I slot print_timing: id  3 | task 22647 | prompt eval time =      48.34 ms /  2325 tokens (    0.02 ms per token, 48101.79 tokens per second)
0.59.211.524 I slot print_timing: id  3 | task 22647 |        eval time =     203.69 ms /   129 tokens (    1.58 ms per token,   633.31 tokens per second)
0.59.211.524 I slot print_timing: id  3 | task 22647 |       total time =     252.03 ms /  2454 tokens
0.59.211.525 I slot print_timing: id  3 | task 22647 |    graphs reused =      21667
0.59.211.603 I slot      release: id  3 | task 22647 | stop processing: n_tokens = 2453, truncated = 0
0.59.220.034 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.102 (> 0.100 thold), f_keep = 0.096
0.59.220.110 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 79.091 MiB)
0.59.228.405 I slot launch_slot_: id  3 | task 22779 | processing task, is_child = 0
0.59.439.197 I slot print_timing: id  3 | task 22779 | prompt eval time =      48.30 ms /  2324 tokens (    0.02 ms per token, 48110.96 tokens per second)
0.59.439.200 I slot print_timing: id  3 | task 22779 |        eval time =     162.47 ms /   103 tokens (    1.58 ms per token,   633.96 tokens per second)
0.59.439.201 I slot print_timing: id  3 | task 22779 |       total time =     210.78 ms /  2427 tokens
0.59.439.201 I slot print_timing: id  3 | task 22779 |    graphs reused =      21768
0.59.439.283 I slot      release: id  3 | task 22779 | stop processing: n_tokens = 2426, truncated = 0
0.59.447.589 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.101 (> 0.100 thold), f_keep = 0.098
0.59.447.658 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 44.425 MiB)
0.59.447.662 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 81.790 MiB)
0.59.463.669 I slot launch_slot_: id  3 | task 22885 | processing task, is_child = 0
0.59.711.232 I slot print_timing: id  3 | task 22885 | prompt eval time =      48.83 ms /  2355 tokens (    0.02 ms per token, 48225.59 tokens per second)
0.59.711.235 I slot print_timing: id  3 | task 22885 |        eval time =     198.71 ms /   126 tokens (    1.58 ms per token,   634.10 tokens per second)
0.59.711.236 I slot print_timing: id  3 | task 22885 |       total time =     247.54 ms /  2481 tokens
0.59.711.236 I slot print_timing: id  3 | task 22885 |    graphs reused =      21892
0.59.711.328 I slot      release: id  3 | task 22885 | stop processing: n_tokens = 2480, truncated = 0
0.59.719.568 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.096
0.59.719.625 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.633 MiB)
0.59.730.601 I slot launch_slot_: id  3 | task 23014 | processing task, is_child = 0
0.59.996.703 I slot print_timing: id  3 | task 23014 | prompt eval time =      48.13 ms /  2279 tokens (    0.02 ms per token, 47347.97 tokens per second)
0.59.996.705 I slot print_timing: id  3 | task 23014 |        eval time =     217.95 ms /   137 tokens (    1.59 ms per token,   628.57 tokens per second)
0.59.996.706 I slot print_timing: id  3 | task 23014 |       total time =     266.09 ms /  2416 tokens
0.59.996.707 I slot print_timing: id  3 | task 23014 |    graphs reused =      22026
0.59.996.792 I slot      release: id  3 | task 23014 | stop processing: n_tokens = 2415, truncated = 0
1.00.004.974 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2565742232769
1.00.005.002 I slot launch_slot_: id  2 | task 23154 | processing task, is_child = 0
1.00.005.059 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 44.918 MiB)
1.00.276.642 I slot print_timing: id  2 | task 23154 | prompt eval time =      48.43 ms /  2376 tokens (    0.02 ms per token, 49057.46 tokens per second)
1.00.276.645 I slot print_timing: id  2 | task 23154 |        eval time =     207.88 ms /   132 tokens (    1.57 ms per token,   634.99 tokens per second)
1.00.276.645 I slot print_timing: id  2 | task 23154 |       total time =     256.31 ms /  2508 tokens
1.00.276.646 I slot print_timing: id  2 | task 23154 |    graphs reused =      22156
1.00.276.745 I slot      release: id  2 | task 23154 | stop processing: n_tokens = 2507, truncated = 0
1.00.285.163 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 2565742588263
1.00.285.199 I slot launch_slot_: id  1 | task 23289 | processing task, is_child = 0
1.00.285.266 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.739 MiB)
1.00.556.963 I slot print_timing: id  1 | task 23289 | prompt eval time =      48.61 ms /  2383 tokens (    0.02 ms per token, 49022.83 tokens per second)
1.00.556.966 I slot print_timing: id  1 | task 23289 |        eval time =     206.42 ms /   131 tokens (    1.58 ms per token,   634.63 tokens per second)
1.00.556.966 I slot print_timing: id  1 | task 23289 |       total time =     255.03 ms /  2514 tokens
1.00.556.967 I slot print_timing: id  1 | task 23289 |    graphs reused =      22285
1.00.557.050 I slot      release: id  1 | task 23289 | stop processing: n_tokens = 2513, truncated = 0
1.00.563.077 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.169 (> 0.100 thold), f_keep = 0.094
1.00.563.140 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.821 MiB)
1.00.580.098 I slot launch_slot_: id  1 | task 23423 | processing task, is_child = 0
1.00.821.961 I slot print_timing: id  1 | task 23423 | prompt eval time =      36.45 ms /  1405 tokens (    0.03 ms per token, 38547.01 tokens per second)
1.00.821.964 I slot print_timing: id  1 | task 23423 |        eval time =     205.40 ms /   131 tokens (    1.57 ms per token,   637.79 tokens per second)
1.00.821.964 I slot print_timing: id  1 | task 23423 |       total time =     241.85 ms /  1536 tokens
1.00.821.965 I slot print_timing: id  1 | task 23423 |    graphs reused =      22414
1.00.822.015 I slot      release: id  1 | task 23423 | stop processing: n_tokens = 1535, truncated = 0
1.00.826.109 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2565742866516
1.00.826.127 I slot launch_slot_: id  0 | task 23557 | processing task, is_child = 0
1.00.826.177 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.594 MiB)
1.01.641.663 I slot print_timing: id  0 | task 23557 | prompt eval time =      17.47 ms /   455 tokens (    0.04 ms per token, 26038.69 tokens per second)
1.01.641.666 I slot print_timing: id  0 | task 23557 |        eval time =     786.05 ms /   366 tokens (    2.15 ms per token,   465.62 tokens per second)
1.01.641.667 I slot print_timing: id  0 | task 23557 |       total time =     803.53 ms /   821 tokens
1.01.641.667 I slot print_timing: id  0 | task 23557 |    graphs reused =      22776
1.01.641.693 I slot      release: id  0 | task 23557 | stop processing: n_tokens = 820, truncated = 0
1.01.644.980 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.932 (> 0.100 thold), f_keep = 0.548
1.01.644.995 I slot launch_slot_: id  0 | task 23925 | processing task, is_child = 0
1.02.184.564 I slot print_timing: id  0 | task 23925 | prompt eval time =      17.99 ms /   482 tokens (    0.04 ms per token, 26792.66 tokens per second)
1.02.184.567 I slot print_timing: id  0 | task 23925 |        eval time =     521.57 ms /   242 tokens (    2.16 ms per token,   463.99 tokens per second)
1.02.184.567 I slot print_timing: id  0 | task 23925 |       total time =     539.56 ms /   724 tokens
1.02.184.568 I slot print_timing: id  0 | task 23925 |    graphs reused =      23015
1.02.184.586 I slot      release: id  0 | task 23925 | stop processing: n_tokens = 723, truncated = 0
1.02.438.016 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2565744219128
1.02.438.062 I slot launch_slot_: id  3 | task 24169 | processing task, is_child = 0
1.02.438.082 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.983 MiB)
1.02.581.401 I slot print_timing: id  3 | task 24169 | prompt eval time =      44.51 ms /  2049 tokens (    0.02 ms per token, 46036.67 tokens per second)
1.02.581.404 I slot print_timing: id  3 | task 24169 |        eval time =      93.16 ms /    59 tokens (    1.58 ms per token,   633.35 tokens per second)
1.02.581.405 I slot print_timing: id  3 | task 24169 |       total time =     137.66 ms /  2108 tokens
1.02.581.405 I slot print_timing: id  3 | task 24169 |    graphs reused =      23072
1.02.581.492 I slot      release: id  3 | task 24169 | stop processing: n_tokens = 2107, truncated = 0
1.02.589.452 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.114 (> 0.100 thold), f_keep = 0.112
1.02.589.529 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.748 MiB)
1.02.601.564 I slot launch_slot_: id  3 | task 24231 | processing task, is_child = 0
1.02.740.834 I slot print_timing: id  3 | task 24231 | prompt eval time =      46.07 ms /  2067 tokens (    0.02 ms per token, 44862.61 tokens per second)
1.02.740.837 I slot print_timing: id  3 | task 24231 |        eval time =      93.18 ms /    59 tokens (    1.58 ms per token,   633.17 tokens per second)
1.02.740.838 I slot print_timing: id  3 | task 24231 |       total time =     139.26 ms /  2126 tokens
1.02.740.838 I slot print_timing: id  3 | task 24231 |    graphs reused =      23129
1.02.740.920 I slot      release: id  3 | task 24231 | stop processing: n_tokens = 2125, truncated = 0
1.02.748.702 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.117 (> 0.100 thold), f_keep = 0.111
1.02.748.770 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.678 MiB)
1.02.760.857 I slot launch_slot_: id  3 | task 24293 | processing task, is_child = 0
1.02.899.956 I slot print_timing: id  3 | task 24293 | prompt eval time =      44.27 ms /  2024 tokens (    0.02 ms per token, 45721.51 tokens per second)
1.02.899.959 I slot print_timing: id  3 | task 24293 |        eval time =      94.82 ms /    59 tokens (    1.61 ms per token,   622.25 tokens per second)
1.02.899.960 I slot print_timing: id  3 | task 24293 |       total time =     139.08 ms /  2083 tokens
1.02.899.960 I slot print_timing: id  3 | task 24293 |    graphs reused =      23185
1.02.900.042 I slot      release: id  3 | task 24293 | stop processing: n_tokens = 2082, truncated = 0
1.02.907.436 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.112 (> 0.100 thold), f_keep = 0.113
1.02.907.492 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.464 MiB)
1.02.919.528 I slot launch_slot_: id  3 | task 24355 | processing task, is_child = 0
1.03.076.467 I slot print_timing: id  3 | task 24355 | prompt eval time =      46.51 ms /  2100 tokens (    0.02 ms per token, 45155.46 tokens per second)
1.03.076.470 I slot print_timing: id  3 | task 24355 |        eval time =     110.42 ms /    70 tokens (    1.58 ms per token,   633.94 tokens per second)
1.03.076.471 I slot print_timing: id  3 | task 24355 |       total time =     156.93 ms /  2170 tokens
1.03.076.471 I slot print_timing: id  3 | task 24355 |    graphs reused =      23253
1.03.076.551 I slot      release: id  3 | task 24355 | stop processing: n_tokens = 2169, truncated = 0
1.03.083.238 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.112 (> 0.100 thold), f_keep = 0.109
1.03.083.291 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.650 MiB)
1.03.098.500 I slot launch_slot_: id  3 | task 24428 | processing task, is_child = 0
1.03.212.759 I slot print_timing: id  3 | task 24428 | prompt eval time =      46.40 ms /  2114 tokens (    0.02 ms per token, 45557.40 tokens per second)
1.03.212.762 I slot print_timing: id  3 | task 24428 |        eval time =      67.84 ms /    43 tokens (    1.58 ms per token,   633.82 tokens per second)
1.03.212.762 I slot print_timing: id  3 | task 24428 |       total time =     114.25 ms /  2157 tokens
1.03.212.763 I slot print_timing: id  3 | task 24428 |    graphs reused =      23294
1.03.212.847 I slot      release: id  3 | task 24428 | stop processing: n_tokens = 2156, truncated = 0
1.03.220.321 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.116 (> 0.100 thold), f_keep = 0.109
1.03.220.383 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.462 MiB)
1.03.235.943 I slot launch_slot_: id  3 | task 24474 | processing task, is_child = 0
1.03.401.926 I slot print_timing: id  3 | task 24474 | prompt eval time =      44.27 ms /  2042 tokens (    0.02 ms per token, 46129.17 tokens per second)
1.03.401.929 I slot print_timing: id  3 | task 24474 |        eval time =     121.70 ms /    76 tokens (    1.60 ms per token,   624.48 tokens per second)
1.03.401.929 I slot print_timing: id  3 | task 24474 |       total time =     165.97 ms /  2118 tokens
1.03.401.930 I slot print_timing: id  3 | task 24474 |    graphs reused =      23367
1.03.402.006 I slot      release: id  3 | task 24474 | stop processing: n_tokens = 2117, truncated = 0
1.03.410.059 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.112 (> 0.100 thold), f_keep = 0.111
1.03.410.127 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 88.047 MiB)
1.03.425.516 I slot launch_slot_: id  3 | task 24553 | processing task, is_child = 0
1.03.833.090 I slot print_timing: id  3 | task 24553 | prompt eval time =      46.60 ms /  2104 tokens (    0.02 ms per token, 45150.21 tokens per second)
1.03.833.093 I slot print_timing: id  3 | task 24553 |        eval time =     360.95 ms /   228 tokens (    1.58 ms per token,   631.66 tokens per second)
1.03.833.094 I slot print_timing: id  3 | task 24553 |       total time =     407.56 ms /  2332 tokens
1.03.833.095 I slot print_timing: id  3 | task 24553 |    graphs reused =      23592
1.03.833.187 I slot      release: id  3 | task 24553 | stop processing: n_tokens = 2331, truncated = 0
1.03.841.707 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.101
1.03.860.362 I slot launch_slot_: id  3 | task 24784 | processing task, is_child = 0
1.04.030.670 I slot print_timing: id  3 | task 24784 | prompt eval time =      48.62 ms /  2276 tokens (    0.02 ms per token, 46810.09 tokens per second)
1.04.030.673 I slot print_timing: id  3 | task 24784 |        eval time =     121.66 ms /    76 tokens (    1.60 ms per token,   624.71 tokens per second)
1.04.030.674 I slot print_timing: id  3 | task 24784 |       total time =     170.28 ms /  2352 tokens
1.04.030.677 I slot print_timing: id  3 | task 24784 |    graphs reused =      23665
1.04.030.775 I slot      release: id  3 | task 24784 | stop processing: n_tokens = 2351, truncated = 0
1.04.038.888 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2565744499080
1.04.038.952 I slot launch_slot_: id  2 | task 24863 | processing task, is_child = 0
1.04.039.022 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 89.244 MiB)
1.04.302.797 I slot print_timing: id  2 | task 24863 | prompt eval time =      49.35 ms /  2424 tokens (    0.02 ms per token, 49118.54 tokens per second)
1.04.302.801 I slot print_timing: id  2 | task 24863 |        eval time =     197.78 ms /   126 tokens (    1.57 ms per token,   637.07 tokens per second)
1.04.302.801 I slot print_timing: id  2 | task 24863 |       total time =     247.13 ms /  2550 tokens
1.04.302.802 I slot print_timing: id  2 | task 24863 |    graphs reused =      23789
1.04.302.906 I slot      release: id  2 | task 24863 | stop processing: n_tokens = 2549, truncated = 0
1.04.311.496 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.101 (> 0.100 thold), f_keep = 0.093
1.04.311.592 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.943 MiB)
1.04.328.827 I slot launch_slot_: id  2 | task 24992 | processing task, is_child = 0
1.04.580.497 I slot print_timing: id  2 | task 24992 | prompt eval time =      49.03 ms /  2337 tokens (    0.02 ms per token, 47663.72 tokens per second)
1.04.580.500 I slot print_timing: id  2 | task 24992 |        eval time =     202.61 ms /   129 tokens (    1.57 ms per token,   636.70 tokens per second)
1.04.580.500 I slot print_timing: id  2 | task 24992 |       total time =     251.64 ms /  2466 tokens
1.04.580.501 I slot print_timing: id  2 | task 24992 |    graphs reused =      23916
1.04.580.604 I slot      release: id  2 | task 24992 | stop processing: n_tokens = 2465, truncated = 0
1.04.589.306 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.096
1.04.589.417 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.075 MiB)
1.04.605.709 I slot launch_slot_: id  2 | task 25124 | processing task, is_child = 0
1.04.862.794 I slot print_timing: id  2 | task 25124 | prompt eval time =      48.86 ms /  2300 tokens (    0.02 ms per token, 47077.12 tokens per second)
1.04.862.797 I slot print_timing: id  2 | task 25124 |        eval time =     208.20 ms /   131 tokens (    1.59 ms per token,   629.19 tokens per second)
1.04.862.798 I slot print_timing: id  2 | task 25124 |       total time =     257.06 ms /  2431 tokens
1.04.862.798 I slot print_timing: id  2 | task 25124 |    graphs reused =      24044
1.04.862.904 I slot      release: id  2 | task 25124 | stop processing: n_tokens = 2430, truncated = 0
1.04.871.472 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.098
1.04.871.565 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.161 MiB)
1.04.888.085 I slot launch_slot_: id  2 | task 25258 | processing task, is_child = 0
1.05.145.691 I slot print_timing: id  2 | task 25258 | prompt eval time =      48.71 ms /  2276 tokens (    0.02 ms per token, 46722.64 tokens per second)
1.05.145.694 I slot print_timing: id  2 | task 25258 |        eval time =     208.86 ms /   132 tokens (    1.58 ms per token,   632.00 tokens per second)
1.05.145.694 I slot print_timing: id  2 | task 25258 |       total time =     257.57 ms /  2408 tokens
1.05.145.695 I slot print_timing: id  2 | task 25258 |    graphs reused =      24173
1.05.145.795 I slot      release: id  2 | task 25258 | stop processing: n_tokens = 2407, truncated = 0
1.05.154.640 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.105 (> 0.100 thold), f_keep = 0.098
1.05.154.725 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 82.999 MiB)
1.05.155.365 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 82.154 MiB)
1.05.166.877 I slot launch_slot_: id  2 | task 25393 | processing task, is_child = 0
1.05.424.726 I slot print_timing: id  2 | task 25393 | prompt eval time =      48.62 ms /  2247 tokens (    0.02 ms per token, 46217.45 tokens per second)
1.05.424.729 I slot print_timing: id  2 | task 25393 |        eval time =     209.20 ms /   132 tokens (    1.58 ms per token,   630.97 tokens per second)
1.05.424.729 I slot print_timing: id  2 | task 25393 |       total time =     257.82 ms /  2379 tokens
1.05.424.730 I slot print_timing: id  2 | task 25393 |    graphs reused =      24302
1.05.424.830 I slot      release: id  2 | task 25393 | stop processing: n_tokens = 2378, truncated = 0
